1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
Aust_Credit,'\'(-inf-2243]\'','\'(-inf-6043]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.7464-0.7948]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(1.48728-2.14082]\'','\'(-inf-16.91902]\'','\'(0.74824-1.20718]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(16.88521-32.74728]\'',Cn2,5.683
Aust_Credit,'\'(-inf-2243]\'','\'(-inf-6043]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.7464-0.7948]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(1.48728-2.14082]\'','\'(-inf-16.91902]\'','\'(0.74824-1.20718]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(16.88521-32.74728]\'',Default,24.057
Aust_Credit,'\'(-inf-2243]\'','\'(-inf-6043]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.7464-0.7948]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(1.48728-2.14082]\'','\'(-inf-16.91902]\'','\'(0.74824-1.20718]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(16.88521-32.74728]\'',Dipol92,0.779
Aust_Credit,'\'(-inf-2243]\'','\'(-inf-6043]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.7464-0.7948]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(1.48728-2.14082]\'','\'(-inf-16.91902]\'','\'(0.74824-1.20718]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(16.88521-32.74728]\'',Discrim,0.779
Aust_Credit,'\'(-inf-2243]\'','\'(-inf-6043]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.7464-0.7948]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(1.48728-2.14082]\'','\'(-inf-16.91902]\'','\'(0.74824-1.20718]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(16.88521-32.74728]\'',ITrule,0.467
Aust_Credit,'\'(-inf-2243]\'','\'(-inf-6043]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.7464-0.7948]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(1.48728-2.14082]\'','\'(-inf-16.91902]\'','\'(0.74824-1.20718]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(16.88521-32.74728]\'',IndCART,1.635
Aust_Credit,'\'(-inf-2243]\'','\'(-inf-6043]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.7464-0.7948]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(1.48728-2.14082]\'','\'(-inf-16.91902]\'','\'(0.74824-1.20718]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(16.88521-32.74728]\'',KNN,3.893
Aust_Credit,'\'(-inf-2243]\'','\'(-inf-6043]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.7464-0.7948]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(1.48728-2.14082]\'','\'(-inf-16.91902]\'','\'(0.74824-1.20718]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(16.88521-32.74728]\'',Kohonen,67.655
Aust_Credit,'\'(-inf-2243]\'','\'(-inf-6043]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.7464-0.7948]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(1.48728-2.14082]\'','\'(-inf-16.91902]\'','\'(0.74824-1.20718]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(16.88521-32.74728]\'',LVQ,5.138
Aust_Credit,'\'(-inf-2243]\'','\'(-inf-6043]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.7464-0.7948]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(1.48728-2.14082]\'','\'(-inf-16.91902]\'','\'(0.74824-1.20718]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(16.88521-32.74728]\'',LogDisc,0.779
Aust_Credit,'\'(-inf-2243]\'','\'(-inf-6043]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.7464-0.7948]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(1.48728-2.14082]\'','\'(-inf-16.91902]\'','\'(0.74824-1.20718]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(16.88521-32.74728]\'',NewId,3.893
Aust_Credit,'\'(-inf-2243]\'','\'(-inf-6043]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.7464-0.7948]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(1.48728-2.14082]\'','\'(-inf-16.91902]\'','\'(0.74824-1.20718]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(16.88521-32.74728]\'',QuaDisc,5.917
Aust_Credit,'\'(-inf-2243]\'','\'(-inf-6043]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.7464-0.7948]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(1.48728-2.14082]\'','\'(-inf-16.91902]\'','\'(0.74824-1.20718]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(16.88521-32.74728]\'',RBF,1.09
Aust_Credit,'\'(-inf-2243]\'','\'(-inf-6043]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.7464-0.7948]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(1.48728-2.14082]\'','\'(-inf-16.91902]\'','\'(0.74824-1.20718]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(16.88521-32.74728]\'',Smart,2.102
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',Ac2,9.035
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',Alloc80,9.939
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',BackProp,2.711
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',Bayes,20.781
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',BayesTree,7.228
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',C4.5,1.807
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',CART,885.438
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',Cal5,2.711
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',Cascade,885.438
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',Castle,24.395
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',Cn2,10.842
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',Default,27.105
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',Dipol92,0
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',Discrim,11.746
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',ITrule,23.491
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',IndCART,4.518
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',KNN,9.939
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',Kohonen,20.781
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',LVQ,18.07
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',LogDisc,9.035
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',NewId,11.746
BT,'\'(14081-16054]\'','\'(17589-23362]\'','\'(-inf-23.4]\'','\'(-inf-10.9]\'','\'(-inf-4.3]\'','\'(-inf-0.1]\'','\'(-inf-1.32471]\'','\'(-inf-0.11614]\'','\'(0.6012-0.6496]\'','\'(0.70532-0.79098]\'','\'(0.91505-inf)\'','\'(0.64035-0.71228]\'','\'(6.06206-inf)\'','\'(80.6487-96.58112]\'','\'(-inf-0.74824]\'','\'(2.2206-2.8384]\'','\'(-inf-0.14832]\'','\'(-inf-17.46844]\'','\'(48.609349-64.471419]\'',QuaDisc,27.105
