86	1	2	4	0	0	0	1	0	ME3
87	4	0	0	1	0	0	0	0	EXC
88	2	3	1	1	0	0	0	1	NUC
89	1	2	0	5	0	0	1	1	CYT
90	5	2	2	5	0	0	0	1	CYT
91	1	4	0	1	0	0	1	0	MIT
92	1	2	1	0	0	0	0	0	CYT
93	5	2	2	0	0	0	1	4	NUC
94	2	0	0	1	0	0	0	0	CYT
95	1	3	3	1	0	0	3	0	ME3
96	3	1	0	4	0	0	0	0	EXC
97	0	1	3	4	0	0	1	0	MIT
98	4	6	3	1	0	0	1	0	MIT
99	0	0	1	1	0	0	3	0	CYT
100	5	0	4	1	0	0	0	0	ME3
101	5	2	3	0	0	0	0	0	ME3
102	2	3	0	4	0	0	3	0	CYT
103	2	7	1	1	0	0	0	2	NUC
104	2	4	1	1	0	0	0	0	CYT
105	1	0	4	0	0	0	1	0	ME3
106	1	4	1	0	0	0	1	0	CYT
107	5	3	1	0	0	0	0	0	CYT
108	3	0	0	0	0	0	2	0	CYT
109	7	0	0	1	0	0	1	0	CYT
110	1	2	0	5	0	1	0	0	POX
111	1	3	3	1	0	0	0	0	NUC
112	5	4	1	0	0	0	0	4	NUC
113	1	2	0	5	0	0	0	0	NUC
114	1	3	0	0	0	0	1	5	NUC
115	1	2	0	2	0	0	0	0	MIT
116	0	1	1	5	0	0	0	0	MIT
117	2	2	1	5	0	0	0	0	MIT
118	5	3	0	1	0	0	4	0	MIT
119	2	2	2	1	0	0	1	0	MIT
120	0	0	4	1	0	0	0	0	MIT
121	2	3	1	5	0	0	1	0	MIT
122	3	0	1	5	0	0	1	0	MIT
123	0	0	0	5	0	0	1	1	MIT
124	2	3	4	4	0	0	1	0	ME3
125	0	0	1	0	0	0	0	0	MIT
126	1	4	1	0	0	0	1	0	NUC
127	1	1	0	2	0	0	1	0	MIT
128	2	3	1	6	0	0	0	0	NUC
129	1	2	1	5	0	0	0	2	CYT
130	2	0	1	0	0	0	0	0	CYT
131	1	0	0	4	0	0	0	1	CYT
132	0	3	1	1	0	0	3	0	CYT
133	0	3	0	5	0	0	1	0	NUC
134	5	0	1	0	0	0	0	0	NUC
135	5	3	0	1	0	0	1	1	CYT
136	1	0	0	1	0	0	1	4	ME3
137	2	3	0	0	0	0	1	0	NUC
138	5	4	1	0	0	0	0	0	CYT
139	2	4	2	1	0	0	2	0	NUC
140	1	2	1	0	0	0	0	0	CYT
141	0	3	0	5	0	0	1	0	NUC
142	0	0	1	0	0	0	3	0	NUC
143	5	2	3	1	0	0	0	0	NUC
144	1	0	1	0	0	0	1	0	CYT
145	7	4	2	6	0	0	1	4	NUC
146	0	3	0	0	0	0	0	0	CYT
147	1	3	0	4	0	0	1	0	CYT
148	7	4	0	4	0	0	1	6	NUC
149	2	4	0	0	0	0	0	0	NUC
150	0	3	0	0	0	0	0	0	NUC
151	1	4	1	0	0	0	1	2	CYT
152	1	4	3	4	0	0	0	1	NUC
153	1	2	0	1	0	0	1	1	CYT
154	5	1	0	0	0	0	1	0	NUC
155	1	4	0	0	0	0	1	0	NUC
156	1	2	1	6	0	0	0	0	CYT
157	3	1	0	3	0	0	1	1	NUC
158	2	2	1	0	0	0	0	0	NUC
159	3	0	0	5	0	0	2	0	MIT
160	1	2	6	1	0	0	1	1	CYT
160	1	2	6	1	0	0	1	1	CYT
161	2	3	0	0	0	0	1	0	CYT
162	1	3	0	0	0	0	1	2	NUC
163	0	3	1	0	0	0	1	0	NUC
164	5	2	3	0	0	0	1	0	ME3
165	1	2	3	0	0	0	0	0	ME3
166	7	3	4	1	0	0	0	0	ME3
167	1	2	3	4	0	0	0	2	ME3
168	7	2	4	0	0	0	0	2	ME3
169	5	2	1	1	0	0	0	1	NUC
170	2	0	3	0	0	0	0	0	CYT
171	3	2	0	1	0	0	0	0	CYT
172	7	2	1	0	0	0	0	0	CYT
173	1	1	3	5	0	0	1	0	MIT
174	1	4	0	4	0	2	1	0	POX
175	5	4	1	4	0	0	1	1	NUC
176	2	4	0	4	0	0	0	0	NUC
177	1	4	1	1	0	0	0	0	NUC
178	1	2	1	3	0	0	0	0	CYT
179	7	4	6	0	0	0	1	0	CYT
180	2	2	0	0	0	0	0	0	CYT
181	2	4	0	0	0	0	0	0	CYT
182	1	0	1	2	0	0	1	0	CYT
183	2	0	2	1	0	0	2	0	CYT
184	5	3	0	0	0	0	1	0	CYT
185	5	0	0	0	0	0	1	0	CYT
186	5	2	0	1	0	0	2	0	CYT
187	0	3	0	1	0	0	1	0	CYT
188	5	2	0	0	0	0	1	0	CYT
189	4	1	3	1	0	0	0	0	ME1
190	0	1	4	4	0	0	1	0	MIT
191	1	2	1	1	0	0	1	0	CYT
192	2	3	0	2	0	0	1	0	MIT
193	0	3	0	2	0	0	0	0	MIT
194	2	3	1	2	0	0	0	0	MIT
195	0	0	1	5	0	0	0	0	MIT
196	3	0	4	1	0	0	1	0	MIT
197	3	0	3	1	0	0	1	0	MIT
198	1	2	3	4	0	0	0	0	MIT
199	0	0	3	4	0	0	1	0	MIT
200	1	4	2	0	0	0	3	0	MIT
201	2	2	0	5	0	0	1	0	MIT
202	1	0	3	3	0	0	0	0	MIT
203	0	0	4	1	0	0	0	0	MIT
204	2	6	3	4	0	0	0	0	MIT
205	2	3	1	2	0	0	0	0	MIT
206	2	0	3	2	0	0	5	0	MIT
207	2	2	3	5	0	0	3	0	MIT
208	2	2	1	3	0	0	0	0	MIT
209	5	0	3	2	0	0	0	0	MIT
210	2	2	0	2	0	0	0	0	MIT
211	3	1	0	1	0	0	0	0	MIT
212	2	3	0	1	0	0	0	0	CYT
213	5	1	0	1	0	0	1	0	CYT
214	2	2	1	0	0	0	1	0	CYT
215	4	6	1	1	0	0	0	0	EXC
216	2	2	1	5	0	0	1	0	MIT
217	3	5	3	1	0	0	1	0	ME1
218	4	6	1	1	1	0	1	0	ERL
219	3	0	1	1	0	0	2	1	VAC
220	2	3	3	0	0	0	0	0	ME3
221	0	3	0	0	0	0	0	0	NUC
222	0	2	1	1	0	0	3	0	CYT
223	0	2	1	1	0	0	3	0	CYT
224	0	3	0	0	0	0	0	0	NUC
225	2	4	2	1	0	0	3	0	NUC
226	5	4	1	0	0	0	5	0	NUC
227	3	0	3	1	0	0	1	0	ME2
228	5	3	1	0	0	1	3	0	POX
229	1	2	1	0	0	0	0	0	NUC
230	5	2	1	2	0	0	0	1	NUC
231	5	4	4	0	0	0	1	1	ME3
232	4	6	0	1	0	0	0	0	EXC
233	4	6	1	1	0	0	0	0	EXC
234	1	3	1	0	0	0	0	0	CYT
235	1	3	6	0	0	0	1	0	CYT
235	1	3	6	0	0	0	1	0	CYT
236	2	2	0	4	0	0	1	0	MIT
237	1	3	6	0	0	0	2	0	MIT
238	1	3	0	0	0	0	0	0	MIT
239	2	3	1	0	0	0	0	0	MIT
240	1	0	6	1	0	0	1	0	MIT
241	1	7	1	4	0	0	1	7	CYT
242	7	7	0	0	0	0	1	2	CYT
243	2	3	1	0	0	0	0	0	CYT
244	1	1	0	2	0	0	1	2	MIT
245	7	4	2	0	0	0	0	0	MIT
246	2	2	4	1	0	0	1	0	ME3
247	5	2	4	1	0	0	1	0	ME3
248	1	3	0	1	0	2	0	0	POX
249	0	0	1	1	0	0	1	1	NUC
250	1	7	0	0	0	0	3	0	NUC
251	0	2	1	0	0	0	0	0	NUC
252	5	1	3	6	0	0	1	0	VAC
253	7	4	1	4	0	0	3	1	NUC
254	5	2	1	1	0	0	0	1	NUC
255	1	4	0	1	0	0	0	0	NUC
256	7	8	1	0	0	0	0	0	NUC
257	2	3	1	1	0	0	0	1	NUC
258	5	7	0	0	0	0	0	0	NUC
259	1	3	1	1	0	0	0	0	CYT
260	4	2	0	0	0	0	1	0	CYT
261	0	3	0	0	0	0	0	1	NUC
262	1	7	1	1	0	0	3	0	NUC
263	2	0	1	3	0	0	1	1	MIT
264	1	4	1	0	0	0	0	0	NUC
265	2	3	0	6	0	0	0	0	NUC
266	2	0	0	1	0	0	1	0	NUC
267	2	2	3	0	0	0	1	0	ME2
268	1	4	1	0	0	0	0	0	CYT
269	1	2	0	8	0	0	0	3	NUC
270	2	3	4	0	0	0	0	2	ME3
271	0	3	1	0	0	0	1	0	CYT
272	0	7	1	0	0	0	0	0	NUC
273	5	3	0	1	0	0	0	0	NUC
274	6	0	4	6	0	0	1	0	ME2
275	1	2	1	0	0	0	1	0	CYT
276	2	3	0	1	0	0	0	0	CYT
277	5	4	1	0	0	0	0	0	NUC
278	5	3	4	1	0	0	1	1	ME3
279	4	1	4	1	0	0	1	0	ME1
280	2	2	1	0	0	0	1	2	CYT
281	1	3	1	4	0	0	1	0	CYT
282	1	3	1	4	0	0	1	0	CYT
283	5	2	3	0	0	0	1	0	ME3
284	2	6	3	0	0	0	0	0	ME3
285	3	3	3	1	0	0	1	0	ME2
286	0	0	3	0	0	0	1	0	ME3
287	2	0	0	4	0	0	1	0	CYT
288	0	0	3	0	0	0	1	0	ME2
289	0	0	0	0	0	0	1	0	CYT
290	8	0	3	1	0	0	1	0	ME2
291	2	3	0	0	0	0	1	0	CYT
292	0	0	3	1	0	0	0	0	ME3
293	0	3	3	0	0	0	1	0	ME3
294	5	2	3	0	0	0	0	0	ME3
295	5	2	1	0	0	0	1	0	CYT
296	5	4	0	0	0	0	0	0	ME2
297	0	0	0	0	0	0	1	0	CYT
298	2	1	3	0	0	0	1	0	ME3
299	3	3	3	0	0	0	0	0	ME2
300	2	2	0	4	0	0	1	2	NUC
301	5	0	0	0	0	0	1	2	NUC
302	4	6	0	4	1	0	1	0	ERL
303	4	5	0	4	0	0	0	0	EXC
304	5	2	0	0	1	0	1	1	CYT
305	1	3	0	0	0	0	0	0	CYT
306	0	0	0	1	0	0	0	0	CYT
307	0	0	3	0	0	0	1	0	CYT
308	7	2	0	0	0	0	0	0	CYT
309	0	0	1	1	0	0	1	0	CYT
310	0	0	0	1	0	0	1	0	CYT
311	3	0	1	0	0	0	0	1	CYT
312	1	4	4	0	0	0	1	0	ME3
313	2	3	3	1	0	0	0	0	ME3
314	1	2	5	0	0	0	0	0	ME3
315	5	2	0	6	0	0	0	2	NUC
316	4	6	3	4	0	0	3	0	EXC
317	3	0	0	0	0	2	1	0	POX
318	1	3	3	1	0	0	1	0	POX
319	5	4	1	0	0	0	1	0	CYT
320	4	1	0	1	0	0	1	0	ME1
321	2	0	0	0	0	0	2	3	NUC
322	1	3	3	0	0	0	0	0	ME3
323	6	6	4	5	0	0	1	1	ME1
324	4	5	3	5	0	0	1	0	ME2
325	1	2	1	0	0	0	1	0	CYT
326	2	2	1	0	0	0	0	0	CYT
327	1	4	0	2	0	0	0	0	CYT
328	5	4	4	1	0	0	1	0	ME3
329	3	0	0	4	0	0	1	0	CYT
330	5	3	4	1	0	0	1	0	ME3
331	6	1	4	8	0	0	0	2	ME1
332	2	0	1	1	0	0	1	0	CYT
333	5	2	2	1	0	0	0	0	NUC
334	2	1	1	4	0	0	1	1	CYT
335	2	4	3	1	0	0	1	0	CYT
336	0	0	0	0	0	0	1	0	CYT
337	0	0	1	0	0	0	4	2	NUC
338	1	3	3	0	0	0	0	0	ME3
339	1	2	0	0	0	0	0	0	NUC
340	2	3	0	0	0	0	0	0	CYT
341	0	0	0	1	0	0	1	0	NUC
342	2	2	4	1	0	0	1	0	ME3
343	5	1	1	4	0	0	1	1	NUC
344	3	1	3	4	0	0	1	0	ME1
345	7	7	1	1	0	0	0	0	NUC
346	1	2	0	0	0	0	0	0	CYT
347	2	4	0	0	0	0	0	2	CYT
348	1	4	0	0	0	0	0	0	CYT
349	5	4	0	0	0	0	1	0	CYT
350	0	0	0	1	0	0	0	1	CYT
351	1	3	3	0	0	0	1	1	CYT
352	5	4	0	0	0	0	0	4	CYT
353	1	3	0	0	0	0	1	0	CYT
354	0	3	1	0	0	0	1	0	NUC
355	5	4	1	0	0	0	1	0	NUC
356	7	3	0	4	0	0	0	0	NUC
357	2	3	1	0	0	0	0	0	NUC
358	9	4	0	6	0	0	1	0	NUC
359	1	3	1	0	0	0	0	0	NUC
360	0	2	1	0	0	0	0	0	CYT
361	6	1	1	5	0	0	1	0	ME2
362	1	2	1	0	0	0	0	0	CYT
363	0	2	0	0	0	0	1	0	CYT
364	0	3	0	0	0	0	1	0	CYT
365	2	4	4	0	0	0	1	0	ME3
366	2	3	0	0	0	0	0	1	CYT
367	2	2	0	0	0	0	1	0	CYT
368	2	2	0	0	0	0	1	0	CYT
369	2	4	0	0	0	0	0	0	CYT
370	1	4	1	0	0	0	1	0	CYT
371	1	3	1	0	0	0	0	1	NUC
372	2	2	1	0	0	0	0	1	CYT
373	5	1	0	0	0	0	0	1	NUC
374	7	4	4	6	0	0	0	1	ME3
375	4	3	0	6	0	0	1	1	CYT
376	3	3	3	0	0	0	1	0	ME2
377	5	3	0	0	0	0	0	0	CYT
378	1	3	0	4	0	0	1	0	CYT
379	5	2	0	0	0	0	0	0	CYT
380	2	2	1	1	0	0	1	0	CYT
381	1	4	0	0	0	0	0	4	NUC
382	1	3	0	0	0	0	1	2	CYT
383	0	3	1	6	0	0	0	0	NUC
384	0	3	1	0	0	0	0	0	NUC
385	0	2	0	1	0	0	1	1	CYT
386	0	2	0	1	0	0	0	1	CYT
387	1	0	1	1	0	0	0	2	NUC
388	3	3	0	5	0	0	0	0	MIT
389	1	3	2	0	0	0	1	0	CYT
390	0	3	3	2	0	0	1	3	NUC
391	2	3	2	0	0	0	5	0	NUC
392	7	3	1	0	0	0	0	0	NUC
393	0	0	2	4	1	0	2	1	NUC
394	7	4	0	0	0	0	0	2	CYT
395	1	0	1	0	0	0	1	0	NUC
396	1	2	1	1	0	0	1	1	NUC
397	0	0	0	2	0	0	1	0	MIT
398	2	4	0	0	0	0	0	0	CYT
399	5	2	1	0	0	0	3	1	CYT
400	2	2	1	3	0	0	0	0	MIT
401	2	2	0	0	0	0	1	0	CYT
402	1	2	1	0	0	0	1	0	CYT
403	1	2	2	0	0	0	1	1	NUC
404	5	4	1	1	0	0	0	7	NUC
404	5	4	1	1	0	0	0	7	NUC
405	1	4	1	2	0	0	3	7	NUC
405	1	4	1	2	0	0	3	7	NUC
406	2	2	3	1	0	0	1	0	ME3
407	2	0	0	6	0	0	1	2	NUC
408	0	0	0	1	0	0	0	2	NUC
409	0	2	1	0	0	0	1	0	CYT
410	2	0	4	4	0	0	1	0	ME3
411	2	1	4	5	0	0	1	0	ME3
412	5	7	2	4	0	0	0	0	NUC
413	2	3	1	1	0	0	0	0	NUC
414	2	4	1	0	0	0	0	0	NUC
413	2	3	1	1	0	0	0	0	NUC
415	2	3	1	0	0	0	0	1	NUC
416	5	1	0	1	0	0	0	1	NUC
417	2	2	0	0	0	0	1	2	NUC
418	5	7	4	1	0	0	1	0	ME3
419	6	5	4	4	0	0	1	2	ME1
420	1	4	0	1	0	0	3	0	NUC
421	0	3	0	0	0	0	1	2	CYT
422	5	4	2	0	0	0	1	0	NUC
423	2	3	1	1	0	0	0	0	MIT
424	3	0	0	0	0	0	0	0	CYT
425	1	2	1	0	0	0	1	0	CYT
426	5	0	4	1	0	0	0	0	ME3
427	1	3	0	3	0	0	1	0	MIT
428	1	2	0	8	0	0	0	0	MIT
429	0	3	0	0	0	0	1	2	CYT
430	1	3	0	4	0	0	0	0	NUC
431	1	3	0	4	0	0	0	0	NUC
432	5	4	2	0	0	0	1	1	NUC
433	5	4	2	0	0	0	1	1	NUC
434	2	1	0	2	0	0	1	0	MIT
435	1	7	0	1	0	0	1	0	CYT
436	1	2	0	1	0	0	0	0	CYT
437	5	3	4	1	0	0	0	0	ME3
438	2	2	4	1	0	0	0	0	ME3
439	5	2	4	1	0	0	0	0	ME3
440	1	2	4	0	0	0	0	0	ME3
441	1	2	3	0	0	0	0	0	ME3
442	1	0	4	0	0	0	0	0	ME3
443	1	0	4	0	0	0	0	0	ME3
444	1	2	4	0	0	0	1	0	ME3
445	2	3	1	6	0	0	0	0	POX
446	2	3	0	5	0	0	1	0	MIT
447	1	3	1	3	0	0	1	0	MIT
448	2	2	2	0	0	0	1	0	CYT
449	2	3	0	5	0	0	0	0	MIT
450	2	3	0	5	0	0	1	0	MIT
451	2	2	0	0	0	0	1	0	CYT
452	2	3	0	5	0	0	0	0	MIT
453	1	0	1	8	0	0	0	0	MIT
454	0	0	1	3	0	0	0	0	MIT
455	2	2	2	0	0	0	1	0	NUC
456	3	3	1	1	0	0	0	0	MIT
457	5	3	0	1	0	0	0	0	MIT
458	2	0	2	5	0	0	3	7	MIT
459	2	4	3	0	0	0	0	0	CYT
460	0	2	1	0	0	0	0	0	NUC
461	1	4	1	0	0	0	0	2	NUC
462	1	3	1	1	0	0	1	0	CYT
463	2	0	3	0	0	0	1	0	ME3
464	1	2	3	0	0	0	1	0	ME3
465	6	6	4	8	0	0	1	3	ME1
466	0	3	0	1	0	0	0	0	MIT
467	0	0	0	0	0	0	1	0	MIT
468	2	2	4	1	0	0	0	1	ME3
469	5	3	4	4	0	0	0	1	ME3
470	1	4	2	0	0	0	6	0	NUC
471	2	2	3	4	0	0	1	4	ME3
472	3	3	3	1	0	0	2	0	ME2
473	2	2	0	1	0	0	0	1	NUC
474	1	2	0	5	0	0	1	0	MIT
475	5	4	4	0	0	0	1	0	ME3
476	1	3	3	0	0	0	0	0	ME3
477	3	1	3	4	0	0	0	1	ME1
478	4	6	4	4	0	0	0	0	ME2
479	3	0	3	1	0	0	1	0	ME3
480	2	2	4	4	0	0	1	0	ME3
481	1	7	1	0	0	0	0	0	CYT
482	7	4	3	1	0	0	0	0	NUC
483	6	3	4	4	1	0	1	0	ERL
484	5	4	1	4	0	0	0	0	NUC
485	0	3	0	1	0	0	1	1	NUC
486	3	0	4	5	0	0	2	1	ME1
487	3	1	3	4	0	0	1	0	ME1
488	2	3	1	2	0	0	0	0	MIT
489	2	3	1	2	0	0	0	2	MIT
490	6	0	3	1	0	0	1	0	EXC
491	6	6	4	4	0	0	0	0	EXC
492	2	2	0	0	0	0	0	1	ME3
493	5	4	0	1	0	0	0	1	ME3
494	0	3	0	0	0	0	0	0	NUC
495	1	3	1	2	1	0	0	0	CYT
496	1	3	1	9	0	0	0	0	CYT
497	1	4	1	1	0	0	0	0	NUC
498	6	5	0	2	0	0	4	0	ME1
499	7	3	1	0	0	0	1	0	CYT
500	6	6	1	5	0	0	1	0	ME2
501	6	9	0	4	1	0	1	1	ERL
502	5	3	4	4	0	0	0	0	ME3
503	6	5	1	4	0	0	5	0	EXC
504	1	2	1	0	0	0	0	1	CYT
505	2	3	1	1	0	0	1	0	NUC
506	4	0	3	4	0	0	1	0	ME2
507	4	6	1	4	0	0	0	0	ME2
508	0	6	3	4	0	0	1	0	ME2
509	8	0	4	5	0	0	1	0	ME2
510	5	2	1	0	0	0	3	0	MIT
511	1	3	3	1	0	0	0	0	ME3
512	2	3	1	2	0	0	0	0	CYT
513	1	4	0	0	0	0	1	0	VAC
514	1	4	0	1	0	0	0	1	NUC
515	2	0	0	3	0	0	0	0	MIT
516	6	3	0	0	0	0	0	0	ME2
517	5	4	0	0	0	0	1	0	ME2
518	2	2	0	0	0	0	1	1	CYT
519	2	3	0	0	0	0	1	0	CYT
520	1	2	3	0	0	0	0	2	NUC
521	2	0	1	0	0	0	0	0	MIT
522	1	2	3	0	0	0	0	0	ME3
523	3	3	1	3	0	0	0	1	MIT
524	2	2	0	1	0	0	1	0	NUC
525	2	3	0	5	0	0	1	0	MIT
526	1	8	4	1	0	0	0	0	ME3
527	2	2	0	0	0	0	0	0	CYT
528	1	3	3	0	0	0	1	6	NUC
529	1	2	0	0	0	0	0	0	CYT
530	2	3	1	2	0	0	0	0	NUC
531	0	0	1	0	0	0	0	1	NUC
532	1	4	1	0	0	0	2	0	NUC
533	4	3	0	1	0	0	1	2	ME2
534	2	0	2	0	0	0	0	2	NUC
535	2	4	2	0	0	0	1	0	CYT
536	1	4	4	1	0	0	1	0	ME3
537	1	4	1	0	0	0	0	0	CYT
538	5	4	1	1	0	0	1	0	NUC
539	1	4	4	1	0	0	1	0	ME3
540	5	4	1	1	0	0	1	0	NUC
541	2	3	1	1	0	0	0	0	CYT
542	2	0	1	3	0	0	0	0	MIT
543	2	3	1	5	0	0	1	0	MIT
544	3	0	3	1	0	0	0	0	MIT
545	1	2	0	0	0	0	1	0	MIT
546	4	0	0	5	0	0	1	0	MIT
547	2	3	0	0	0	0	3	4	NUC
548	9	3	0	0	0	0	7	0	NUC
549	7	4	0	4	0	0	0	4	NUC
550	2	3	0	0	0	0	0	2	NUC
551	0	3	0	5	0	0	1	0	MIT
552	0	0	0	0	0	0	1	0	CYT
553	3	0	0	0	0	2	1	0	POX
554	1	3	1	2	0	0	0	0	MIT
555	2	2	3	5	0	0	0	0	ME3
556	3	3	3	1	0	0	0	0	ME2
557	2	2	0	1	0	0	0	0	CYT
558	5	2	1	1	0	0	0	0	MIT
559	1	0	0	1	0	0	1	0	NUC
560	2	3	0	5	0	0	0	0	MIT
561	2	3	0	3	0	0	1	0	MIT
562	3	3	3	1	0	0	0	0	NUC
563	3	1	0	0	0	0	1	0	EXC
564	2	0	4	1	0	0	1	0	ME3
565	2	3	0	0	0	0	0	0	NUC
566	1	3	2	1	0	0	0	1	NUC
567	0	2	3	0	0	0	1	0	CYT
568	1	2	0	0	0	0	0	0	CYT
569	5	3	1	0	0	0	1	0	CYT
570	1	5	1	0	0	0	0	1	NUC
571	2	0	0	1	0	0	1	0	NUC
572	5	2	1	1	0	0	0	0	CYT
573	1	2	1	1	0	0	3	0	EXC
574	4	6	1	4	0	0	3	0	EXC
575	4	6	0	4	0	0	0	0	EXC
576	1	3	2	3	0	0	0	0	MIT
577	3	3	0	5	0	0	1	0	MIT
578	2	3	1	5	0	0	0	1	MIT
579	2	3	1	0	0	0	1	0	NUC
580	5	4	1	0	0	0	1	2	NUC
581	1	4	1	0	0	0	3	2	NUC
582	2	2	1	2	0	0	0	3	MIT
583	0	0	0	1	0	0	1	0	MIT
584	1	1	0	3	0	0	1	2	MIT
585	3	3	0	0	0	0	1	1	NUC
586	1	3	2	0	0	0	0	0	CYT
587	1	3	1	1	0	2	0	0	POX
588	3	1	4	2	0	0	0	0	ME2
589	4	3	4	4	0	0	0	0	ME2
590	6	3	3	1	0	0	1	1	ME2
591	3	3	1	1	0	0	3	0	MIT
592	0	2	0	4	0	0	0	2	NUC
593	1	1	0	7	0	0	0	1	MIT
594	0	0	3	1	0	0	0	0	MIT
595	1	7	1	0	0	0	1	1	NUC
596	0	0	1	4	0	0	0	0	MIT
597	5	2	1	5	0	0	0	0	MIT
598	2	2	1	4	0	0	0	0	MIT
599	1	3	1	0	0	0	1	0	MIT
600	0	2	2	1	0	0	0	7	MIT
601	2	3	1	4	0	0	0	0	MIT
602	1	3	1	3	0	0	0	0	MIT
603	2	2	2	4	0	0	0	0	MIT
604	0	3	1	4	0	2	1	0	MIT
605	1	4	2	0	0	0	1	0	MIT
606	0	0	2	2	0	0	0	0	MIT
607	2	2	1	1	0	0	0	0	MIT
608	1	3	1	5	0	0	3	1	MIT
609	1	2	2	4	0	0	2	7	MIT
610	1	2	2	4	0	0	0	0	MIT
611	0	3	2	4	0	0	3	7	MIT
612	0	0	1	1	0	0	0	0	MIT
613	0	0	1	4	0	0	0	0	MIT
614	0	0	1	1	0	0	0	0	MIT
615	0	3	2	5	0	0	0	0	MIT
616	0	2	1	0	0	0	0	0	MIT
617	5	4	1	5	0	0	0	0	MIT
618	2	3	2	4	0	0	0	0	MIT
619	0	0	1	5	0	0	0	0	MIT
620	2	3	1	4	0	0	0	0	MIT
621	0	3	1	5	0	0	0	0	MIT
622	3	3	1	2	0	0	0	0	MIT
623	1	3	1	5	0	0	0	0	MIT
624	0	3	0	2	0	0	0	1	MIT
625	0	2	0	4	0	0	0	0	MIT
626	2	0	0	3	0	0	1	1	MIT
627	2	0	0	0	0	0	0	0	MIT
628	1	6	0	0	0	0	0	0	MIT
629	4	6	4	1	0	0	0	0	ME1
630	2	3	0	5	0	0	1	1	MIT
